dorothy_and_wizard_oz_01_f000001|To My Readers.|To My Readers.
dorothy_and_wizard_oz_16_f000012|Is there nothing that is decent to eat in this palace?|Is there nothing that is decent to eat in this palace?
dorothy_and_wizard_oz_16_f000013|The trembling servants sent for the Royal Steward, who came in haste and said:|The trembling servants sent for the Royal Steward, who came in haste and said:
dorothy_and_wizard_oz_16_f000014|What would your Highness like for dinner?|What would your Highness like for dinner?
dorothy_and_wizard_oz_16_f000015|Highness! repeated Jim, who was unused to such titles.|Highness! repeated Jim, who was unused to such titles.
dorothy_and_wizard_oz_16_f000016|You are at least six feet high, and that is higher than any other animal in this country, said the Steward.|You are at least six feet high, and that is higher than any other animal in this country, said the Steward.
dorothy_and_wizard_oz_16_f000017|Well, my Highness would like some oats, declared the horse.|Well, my Highness would like some oats, declared the horse.
dorothy_and_wizard_oz_16_f000018|Oats? We have no whole oats, the Steward replied, with much deference. But there is any quantity of oatmeal, which we often cook for breakfast.|Oats? We have no whole oats, the Steward replied, with much deference. But there is any quantity of oatmeal, which we often cook for breakfast.
dorothy_and_wizard_oz_16_f000019|Oatmeal is a breakfast dish, added the Steward, humbly.|Oatmeal is a breakfast dish, added the Steward, humbly.
dorothy_and_wizard_oz_16_f000020|I'll make it a dinner dish, said Jim. Fetch it on, but don't cook it, as you value your life.|I'll make it a dinner dish, said Jim. Fetch it on, but don't cook it, as you value your life.
dorothy_and_wizard_oz_16_f000021|You see, the respect shown the worn-out old cab-horse made him a little arrogant, and he forgot he was a guest, never having been treated otherwise than as a servant since the day he was born,|You see, the respect shown the worn-out old cab-horse made him a little arrogant, and he forgot he was a guest, never having been treated otherwise than as a servant since the day he was born,
dorothy_and_wizard_oz_16_f000022|until his arrival in the Land of Oz.|until his arrival in the Land of Oz.
dorothy_and_wizard_oz_16_f000023|But the royal attendants did not heed the animal's ill temper. They soon mixed a tub of oatmeal with a little water, and Jim ate it with much relish.|But the royal attendants did not heed the animal's ill temper. They soon mixed a tub of oatmeal with a little water, and Jim ate it with much relish.
dorothy_and_wizard_oz_16_f000024|Then the servants heaped a lot of rugs upon the floor and the old horse slept on the softest bed he had ever known in his life.|Then the servants heaped a lot of rugs upon the floor and the old horse slept on the softest bed he had ever known in his life.
dorothy_and_wizard_oz_16_f000025|In the morning, as soon as it was daylight, he resolved to take a walk and try to find some grass for breakfast; so he ambled calmly through the handsome arch of the doorway,|In the morning, as soon as it was daylight, he resolved to take a walk and try to find some grass for breakfast; so he ambled calmly through the handsome arch of the doorway,
dorothy_and_wizard_oz_16_f000026|turned the corner of the palace, wherein all seemed asleep, and came face to face with the Sawhorse.|turned the corner of the palace, wherein all seemed asleep, and came face to face with the Sawhorse.
dorothy_and_wizard_oz_16_f000027|Jim stopped abruptly, being startled and amazed. The Sawhorse stopped at the same time and stared at the other with its queer protruding eyes,|Jim stopped abruptly, being startled and amazed. The Sawhorse stopped at the same time and stared at the other with its queer protruding eyes,
dorothy_and_wizard_oz_16_f000028|which were mere knots in the log that formed its body.|which were mere knots in the log that formed its body.
dorothy_and_wizard_oz_16_f000029|The legs of the Sawhorse were four sticks driving into holes bored in the log; its tail was a small branch that had been left by accident and its mouth a place chopped in one end of the body which projected a little and served as a head.|The legs of the Sawhorse were four sticks driving into holes bored in the log; its tail was a small branch that had been left by accident and its mouth a place chopped in one end of the body which projected a little and served as a head.
dorothy_and_wizard_oz_16_f000030|The ends of the wooden legs were shod with plates of solid gold, and the saddle of the Princess Ozma, which was of red leather set with sparkling diamonds,|The ends of the wooden legs were shod with plates of solid gold, and the saddle of the Princess Ozma, which was of red leather set with sparkling diamonds,
dorothy_and_wizard_oz_16_f000031|was strapped to the clumsy body.|was strapped to the clumsy body.
dorothy_and_wizard_oz_16_f000032|Jim's eyes stuck out as much as those of the Sawhorse, and he stared at the creature with his ears erect and his long head drawn back until it rested against his arched neck.|Jim's eyes stuck out as much as those of the Sawhorse, and he stared at the creature with his ears erect and his long head drawn back until it rested against his arched neck.
dorothy_and_wizard_oz_16_f000033|In this comical position the two horses circled slowly around each other for a while, each being unable to realize what the singular thing might be which it now beheld for the first time. Then Jim exclaimed:|In this comical position the two horses circled slowly around each other for a while, each being unable to realize what the singular thing might be which it now beheld for the first time. Then Jim exclaimed:
dorothy_and_wizard_oz_16_f000034|For goodness sake, what sort of a being are you?|For goodness sake, what sort of a being are you?
dorothy_and_wizard_oz_16_f000035|I'm a Sawhorse, replied the other.|I'm a Sawhorse, replied the other.
dorothy_and_wizard_oz_16_f000036|Oh; I believe I've heard of you, said the cab-horse; but you are unlike anything that I expected to see.|Oh; I believe I've heard of you, said the cab-horse; but you are unlike anything that I expected to see.
dorothy_and_wizard_oz_16_f000037|I do not doubt it, the Sawhorse observed, with a tone of pride. I am considered quite unusual.|I do not doubt it, the Sawhorse observed, with a tone of pride. I am considered quite unusual.
dorothy_and_wizard_oz_16_f000038|You are, indeed. But a rickety wooden thing like you has no right to be alive.|You are, indeed. But a rickety wooden thing like you has no right to be alive.
dorothy_and_wizard_oz_16_f000039|I couldn't help it, returned the other, rather crestfallen. Ozma sprinkled me with a magic powder, and I just had to live.|I couldn't help it, returned the other, rather crestfallen. Ozma sprinkled me with a magic powder, and I just had to live.
dorothy_and_wizard_oz_16_f000040|I know I'm not much account; but I'm the only horse in all the Land of Oz, so they treat me with great respect.|I know I'm not much account; but I'm the only horse in all the Land of Oz, so they treat me with great respect.
dorothy_and_wizard_oz_16_f000041|You, a horse!|You, a horse!
dorothy_and_wizard_oz_16_f000042|Oh, not a real one, of course. There are no real horses here at all.|Oh, not a real one, of course. There are no real horses here at all.
dorothy_and_wizard_oz_16_f000043|But I'm a splendid imitation of one.|But I'm a splendid imitation of one.
dorothy_and_wizard_oz_16_f000044|Jim gave an indignant neigh.|Jim gave an indignant neigh.
dorothy_and_wizard_oz_16_f000045|Look at me! he cried. Behold a real horse!|Look at me! he cried. Behold a real horse!
dorothy_and_wizard_oz_16_f000046|The wooden animal gave a start, and then examined the other intently.|The wooden animal gave a start, and then examined the other intently.
dorothy_and_wizard_oz_16_f000047|Is it possible that you are a Real Horse? he murmured.|Is it possible that you are a Real Horse? he murmured.
dorothy_and_wizard_oz_16_f000048|Not only possible, but true, replied Jim, who was gratified by the impression he had created. It is proved by my fine points.|Not only possible, but true, replied Jim, who was gratified by the impression he had created. It is proved by my fine points.
dorothy_and_wizard_oz_16_f000049|For example, look at the long hairs on my tail, with which I can whisk away the flies.|For example, look at the long hairs on my tail, with which I can whisk away the flies.
dorothy_and_wizard_oz_16_f000050|The flies never trouble me, said the Saw-Horse.|The flies never trouble me, said the Saw-Horse.
dorothy_and_wizard_oz_16_f000051|And notice my great strong teeth, with which I nibble the grass.|And notice my great strong teeth, with which I nibble the grass.
dorothy_and_wizard_oz_16_f000052|It is not necessary for me to eat, observed the Sawhorse.|It is not necessary for me to eat, observed the Sawhorse.
dorothy_and_wizard_oz_16_f000053|Also examine my broad chest, which enables me to draw deep, full breaths, said Jim, proudly.|Also examine my broad chest, which enables me to draw deep, full breaths, said Jim, proudly.
dorothy_and_wizard_oz_16_f000054|I have no need to breathe, returned the other.|I have no need to breathe, returned the other.
dorothy_and_wizard_oz_16_f000055|No; you miss many pleasures, remarked the cab-horse, pityingly. You do not know the relief of brushing away a fly that has bitten you, nor the delight of eating delicious food,|No; you miss many pleasures, remarked the cab-horse, pityingly. You do not know the relief of brushing away a fly that has bitten you, nor the delight of eating delicious food,
dorothy_and_wizard_oz_16_f000056|nor the satisfaction of drawing a long breath of fresh, pure air.|nor the satisfaction of drawing a long breath of fresh, pure air.
dorothy_and_wizard_oz_16_f000057|You may be an imitation of a horse, but you're a mighty poor one.|You may be an imitation of a horse, but you're a mighty poor one.
dorothy_and_wizard_oz_16_f000058|Oh, I cannot hope ever to be like you, sighed the Sawhorse. But I am glad to meet a last a Real Horse. You are certainly the most beautiful creature I ever beheld.|Oh, I cannot hope ever to be like you, sighed the Sawhorse. But I am glad to meet a last a Real Horse. You are certainly the most beautiful creature I ever beheld.
dorothy_and_wizard_oz_16_f000059|This praise won Jim completely. To be called beautiful was a novelty in his experience. Said he:|This praise won Jim completely. To be called beautiful was a novelty in his experience. Said he:
dorothy_and_wizard_oz_16_f000060|Your chief fault, my friend, is in being made of wood, and that I suppose you cannot help. Real horses, like myself, are made of flesh and blood and bones.|Your chief fault, my friend, is in being made of wood, and that I suppose you cannot help. Real horses, like myself, are made of flesh and blood and bones.
dorothy_and_wizard_oz_16_f000061|I can see the bones all right, replied the Sawhorse, and they are admirable and distinct. Also I can see the flesh. But the blood, I suppose is tucked away inside.|I can see the bones all right, replied the Sawhorse, and they are admirable and distinct. Also I can see the flesh. But the blood, I suppose is tucked away inside.
dorothy_and_wizard_oz_16_f000062|Exactly, said Jim.|Exactly, said Jim.
dorothy_and_wizard_oz_16_f000063|What good is it? asked the Sawhorse.|What good is it? asked the Sawhorse.
dorothy_and_wizard_oz_16_f000064|Jim did not know, but he would not tell the Sawhorse that.|Jim did not know, but he would not tell the Sawhorse that.
dorothy_and_wizard_oz_16_f000065|If anything cuts me, he replied, the blood runs out to show where I am cut. You, poor thing! cannot even bleed when you are hurt.|If anything cuts me, he replied, the blood runs out to show where I am cut. You, poor thing! cannot even bleed when you are hurt.
dorothy_and_wizard_oz_16_f000066|But I am never hurt, said the Sawhorse. Once in a while I get broken up some, but I am easily repaired and put in good order again.|But I am never hurt, said the Sawhorse. Once in a while I get broken up some, but I am easily repaired and put in good order again.
dorothy_and_wizard_oz_16_f000067|And I never feel a break or a splinter in the least.|And I never feel a break or a splinter in the least.
dorothy_and_wizard_oz_16_f000068|Jim was almost tempted to envy the wooden horse for being unable to feel pain; but the creature was so absurdly unnatural that he decided he would not change places with it under any circumstances.|Jim was almost tempted to envy the wooden horse for being unable to feel pain; but the creature was so absurdly unnatural that he decided he would not change places with it under any circumstances.
dorothy_and_wizard_oz_16_f000069|How did you happen to be shod with gold? he asked.|How did you happen to be shod with gold? he asked.
dorothy_and_wizard_oz_16_f000070|Princess Ozma did that, was the reply; and it saves my legs from wearing out. We've had a good many adventures together, Ozma and I, and she likes me.|Princess Ozma did that, was the reply; and it saves my legs from wearing out. We've had a good many adventures together, Ozma and I, and she likes me.
dorothy_and_wizard_oz_16_f000071|The cab-horse was about to reply when suddenly he gave a start and a neigh of terror and stood trembling like a leaf. For around the corner had come two enormous savage beasts,|The cab-horse was about to reply when suddenly he gave a start and a neigh of terror and stood trembling like a leaf. For around the corner had come two enormous savage beasts,
dorothy_and_wizard_oz_16_f000072|treading so lightly that they were upon him before he was aware of their presence.|treading so lightly that they were upon him before he was aware of their presence.
dorothy_and_wizard_oz_16_f000073|Jim was in the act of plunging down the path to escape when the Sawhorse cried out:|Jim was in the act of plunging down the path to escape when the Sawhorse cried out:
dorothy_and_wizard_oz_16_f000074|Stop, my brother! Stop, Real Horse! These are friends, and will do you no harm.|Stop, my brother! Stop, Real Horse! These are friends, and will do you no harm.
dorothy_and_wizard_oz_16_f000075|Jim hesitated, eyeing the beasts fearfully. One was an enormous Lion with clear, intelligent eyes, a tawney mane bushy and well kept, and a body like yellow plush.|Jim hesitated, eyeing the beasts fearfully. One was an enormous Lion with clear, intelligent eyes, a tawney mane bushy and well kept, and a body like yellow plush.
dorothy_and_wizard_oz_16_f000076|The other was a great Tiger with purple stripes around his lithe body, powerful limbs, and eyes that showed through the half closed lids like coals of fire.|The other was a great Tiger with purple stripes around his lithe body, powerful limbs, and eyes that showed through the half closed lids like coals of fire.
dorothy_and_wizard_oz_16_f000077|The huge forms of these monarchs of the forest and jungle were enough to strike terror to the stoutest heart, and it is no wonder Jim was afraid to face them.|The huge forms of these monarchs of the forest and jungle were enough to strike terror to the stoutest heart, and it is no wonder Jim was afraid to face them.
dorothy_and_wizard_oz_16_f000078|But the Sawhorse introduced the stranger in a calm tone, saying:|But the Sawhorse introduced the stranger in a calm tone, saying:
dorothy_and_wizard_oz_16_f000079|This, noble Horse, is my friend the Cowardly Lion, who is the valiant King of the Forest, but at the same time a faithful vassal of Princess Ozma.|This, noble Horse, is my friend the Cowardly Lion, who is the valiant King of the Forest, but at the same time a faithful vassal of Princess Ozma.
dorothy_and_wizard_oz_16_f000080|And this is the Hungry Tiger, the terror of the jungle, who longs to devour fat babies but is prevented by his conscience from doing so.|And this is the Hungry Tiger, the terror of the jungle, who longs to devour fat babies but is prevented by his conscience from doing so.
dorothy_and_wizard_oz_16_f000081|These royal beasts are both warm friends of little Dorothy and have come to the Emerald City this morning to welcome her to our fairyland.|These royal beasts are both warm friends of little Dorothy and have come to the Emerald City this morning to welcome her to our fairyland.
dorothy_and_wizard_oz_16_f000082|Hearing these words Jim resolved to conquer his alarm. He bowed his head with as much dignity as he could muster toward the savage looking beasts,|Hearing these words Jim resolved to conquer his alarm. He bowed his head with as much dignity as he could muster toward the savage looking beasts,
dorothy_and_wizard_oz_16_f000083|who in return nodded in a friendly way.|who in return nodded in a friendly way.
dorothy_and_wizard_oz_16_f000084|Is not the Real Horse a beautiful animal? asked the Sawhorse admiringly.|Is not the Real Horse a beautiful animal? asked the Sawhorse admiringly.
dorothy_and_wizard_oz_16_f000085|That is doubtless a matter of taste, returned the Lion. In the forest he would be thought ungainly, because his face is stretched out and his neck is uselessly long.|That is doubtless a matter of taste, returned the Lion. In the forest he would be thought ungainly, because his face is stretched out and his neck is uselessly long.
dorothy_and_wizard_oz_16_f000086|His joints, I notice, are swollen and overgrown, and he lacks flesh and is old in years.|His joints, I notice, are swollen and overgrown, and he lacks flesh and is old in years.
dorothy_and_wizard_oz_16_f000087|And dreadfully tough, added the Hungry Tiger, in a sad voice. My conscience would never permit me to eat so tough a morsel as the Real Horse.|And dreadfully tough, added the Hungry Tiger, in a sad voice. My conscience would never permit me to eat so tough a morsel as the Real Horse.
dorothy_and_wizard_oz_16_f000088|I'm glad of that, said Jim; for I, also, have a conscience, and it tells me not to crush in your skull with a blow of my powerful hoof.|I'm glad of that, said Jim; for I, also, have a conscience, and it tells me not to crush in your skull with a blow of my powerful hoof.
dorothy_and_wizard_oz_16_f000089|If he thought to frighten the striped beast by such language he was mistaken. The Tiger seemed to smile, and winked one eye slowly.|If he thought to frighten the striped beast by such language he was mistaken. The Tiger seemed to smile, and winked one eye slowly.
dorothy_and_wizard_oz_16_f000090|You have a good conscience, friend Horse, it said, and if you attend to its teachings it will do much to protect you from harm.|You have a good conscience, friend Horse, it said, and if you attend to its teachings it will do much to protect you from harm.
dorothy_and_wizard_oz_16_f000091|Some day I will let you try to crush in my skull, and afterward you will know more about tigers than you do now.|Some day I will let you try to crush in my skull, and afterward you will know more about tigers than you do now.
dorothy_and_wizard_oz_16_f000092|Any friend of Dorothy, remarked the Cowardly Lion, must be our friend, as well. So let us cease this talk of skull crushing and converse upon more pleasant subjects.|Any friend of Dorothy, remarked the Cowardly Lion, must be our friend, as well. So let us cease this talk of skull crushing and converse upon more pleasant subjects.
dorothy_and_wizard_oz_16_f000093|Have you breakfasted, Sir Horse?|Have you breakfasted, Sir Horse?
dorothy_and_wizard_oz_16_f000094|Not yet, replied Jim. But here is plenty of excellent clover, so if you will excuse me I will eat now.|Not yet, replied Jim. But here is plenty of excellent clover, so if you will excuse me I will eat now.
dorothy_and_wizard_oz_16_f000095|He's a vegetarian, remarked the Tiger, as the horse began to munch the clover. If I could eat grass I would not need a conscience, for nothing could then tempt me to devour babies and lambs.|He's a vegetarian, remarked the Tiger, as the horse began to munch the clover. If I could eat grass I would not need a conscience, for nothing could then tempt me to devour babies and lambs.
dorothy_and_wizard_oz_16_f000096|Just then Dorothy, who had risen early and heard the voices of the animals, ran out to greet her old friends. She hugged both the Lion and the Tiger with eager delight,|Just then Dorothy, who had risen early and heard the voices of the animals, ran out to greet her old friends. She hugged both the Lion and the Tiger with eager delight,
dorothy_and_wizard_oz_16_f000097|but seemed to love the King of Beasts a little better than she did his hungry friend, having known him longer.|but seemed to love the King of Beasts a little better than she did his hungry friend, having known him longer.
dorothy_and_wizard_oz_16_f000098|By this time they had indulged in a good talk and Dorothy had told them all about the awful earthquake and her recent adventures,|By this time they had indulged in a good talk and Dorothy had told them all about the awful earthquake and her recent adventures,
dorothy_and_wizard_oz_16_f000099|the breakfast bell rang from the palace and the little girl went inside to join her human comrades.|the breakfast bell rang from the palace and the little girl went inside to join her human comrades.
dorothy_and_wizard_oz_16_f000100|As she entered the great hall a voice called out, in a rather harsh tone:|As she entered the great hall a voice called out, in a rather harsh tone:
dorothy_and_wizard_oz_16_f000101|What! are YOU here again?|What! are YOU here again?
dorothy_and_wizard_oz_16_f000102|Yes, I am, she answered, looking all around to see where the voice came from.|Yes, I am, she answered, looking all around to see where the voice came from.
dorothy_and_wizard_oz_16_f000103|What brought you back? was the next question, and Dorothy's eye rested on an antlered head hanging on the wall just over the fireplace, and caught its lips in the act of moving.|What brought you back? was the next question, and Dorothy's eye rested on an antlered head hanging on the wall just over the fireplace, and caught its lips in the act of moving.
dorothy_and_wizard_oz_16_f000104|Good gracious! she exclaimed. I thought you were stuffed.|Good gracious! she exclaimed. I thought you were stuffed.
dorothy_and_wizard_oz_16_f000105|So I am, replied the head. But once on a time I was part of the Gump, which Ozma sprinkled with the Powder of Life. I was then for a time the Head of the finest Flying Machine that was ever known to exist,|So I am, replied the head. But once on a time I was part of the Gump, which Ozma sprinkled with the Powder of Life. I was then for a time the Head of the finest Flying Machine that was ever known to exist,
dorothy_and_wizard_oz_16_f000106|and we did many wonderful things.|and we did many wonderful things.
dorothy_and_wizard_oz_16_f000107|Afterward the Gump was taken apart and I was put back on this wall; but I can still talk when I feel in the mood, which is not often.|Afterward the Gump was taken apart and I was put back on this wall; but I can still talk when I feel in the mood, which is not often.
dorothy_and_wizard_oz_16_f000108|It's very strange, said the girl. What were you when you were first alive?|It's very strange, said the girl. What were you when you were first alive?
dorothy_and_wizard_oz_16_f000109|That I have forgotten, replied the Gump's Head, and I do not think it is of much importance. But here comes Ozma;|That I have forgotten, replied the Gump's Head, and I do not think it is of much importance. But here comes Ozma;
dorothy_and_wizard_oz_16_f000110|so I'd better hush up, for the Princess doesn't like me to chatter since she changed her name from Tip to Ozma.|so I'd better hush up, for the Princess doesn't like me to chatter since she changed her name from Tip to Ozma.
dorothy_and_wizard_oz_16_f000111|Just then the girlish Ruler of Oz opened the door and greeted Dorothy with a good-morning kiss. The little Princess seemed fresh and rosy and in good spirits.|Just then the girlish Ruler of Oz opened the door and greeted Dorothy with a good-morning kiss. The little Princess seemed fresh and rosy and in good spirits.
dorothy_and_wizard_oz_16_f000112|Breakfast is served, dear, she said, and I am hungry. So don't let us keep it waiting a single minute.|Breakfast is served, dear, she said, and I am hungry. So don't let us keep it waiting a single minute.
dorothy_and_wizard_oz_16_f000113|End of chapter 16.|End of chapter sixteen.
dorothy_and_wizard_oz_17_f000001|This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.|This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.
dorothy_and_wizard_oz_17_f000002|Dorothy and the Wizard in Oz L Frank Baum. Chapter 17. The Nine Tiny Piglets.|Dorothy and the Wizard in Oz L Frank Baum. Chapter seventeen. The Nine Tiny Piglets.
dorothy_and_wizard_oz_17_f000003|After breakfast Ozma announced that she had ordered a holiday to be observed throughout the Emerald City, in honor of her visitors.|After breakfast Ozma announced that she had ordered a holiday to be observed throughout the Emerald City, in honor of her visitors.
dorothy_and_wizard_oz_17_f000004|The people had learned that their old Wizard had returned to them and all were anxious to see him again, for he had always been a rare favorite.|The people had learned that their old Wizard had returned to them and all were anxious to see him again, for he had always been a rare favorite.
dorothy_and_wizard_oz_17_f000005|So first there was to be a grand procession through the streets, after which the little old man was requested to perform some of his wizardries in the great Throne Room of the palace.|So first there was to be a grand procession through the streets, after which the little old man was requested to perform some of his wizardries in the great Throne Room of the palace.
dorothy_and_wizard_oz_17_f000006|In the afternoon there were to be games and races.|In the afternoon there were to be games and races.
dorothy_and_wizard_oz_17_f000007|The procession was very imposing. First came the Imperial Cornet Band of Oz, dressed in emerald velvet uniforms with slashes of pea-green satin and buttons of immense cut emeralds.|The procession was very imposing. First came the Imperial Cornet Band of Oz, dressed in emerald velvet uniforms with slashes of pea-green satin and buttons of immense cut emeralds.
dorothy_and_wizard_oz_17_f000008|They played the National air called The Oz Spangled Banner, and behind them were the standard bearers with the Royal flag.|They played the National air called The Oz Spangled Banner, and behind them were the standard bearers with the Royal flag.
dorothy_and_wizard_oz_17_f000009|This flag was divided into four quarters, one being colored sky-blue, another pink, a third lavender and a fourth white. In the center was a large emerald-green star,|This flag was divided into four quarters, one being colored sky-blue, another pink, a third lavender and a fourth white. In the center was a large emerald-green star,
dorothy_and_wizard_oz_17_f000010|and all over the four quarters were sewn spangles that glittered beautifully in the sunshine.|and all over the four quarters were sewn spangles that glittered beautifully in the sunshine.
dorothy_and_wizard_oz_17_f000011|The colors represented the four countries of Oz, and the green star the Emerald City.|The colors represented the four countries of Oz, and the green star the Emerald City.
dorothy_and_wizard_oz_17_f000012|Just behind the royal standard-bearers came the Princess Ozma in her royal chariot, which was of gold encrusted with emeralds and diamonds set in exquisite designs.|Just behind the royal standard-bearers came the Princess Ozma in her royal chariot, which was of gold encrusted with emeralds and diamonds set in exquisite designs.
dorothy_and_wizard_oz_17_f000013|The chariot was drawn on this occasion by the Cowardly Lion and the Hungry Tiger, who were decorated with immense pink and blue bows.|The chariot was drawn on this occasion by the Cowardly Lion and the Hungry Tiger, who were decorated with immense pink and blue bows.
dorothy_and_wizard_oz_17_f000014|In the chariot rode Ozma and Dorothy, the former in splendid raiment and wearing her royal coronet, while the little Kansas girl wore around her waist the Magic Belt she had once captured from the Nome King.|In the chariot rode Ozma and Dorothy, the former in splendid raiment and wearing her royal coronet, while the little Kansas girl wore around her waist the Magic Belt she had once captured from the Nome King.
dorothy_and_wizard_oz_17_f000015|Following the chariot came the Scarecrow mounted on the Sawhorse, and the people cheered him almost as loudly as they did their lovely Ruler.|Following the chariot came the Scarecrow mounted on the Sawhorse, and the people cheered him almost as loudly as they did their lovely Ruler.
dorothy_and_wizard_oz_17_f000016|Behind him stalked with regular, jerky steps, the famous machine-man called Tik-tok, who had been wound up by Dorothy for the occasion.|Behind him stalked with regular, jerky steps, the famous machine-man called Tik-tok, who had been wound up by Dorothy for the occasion.
dorothy_and_wizard_oz_17_f000017|Tik-tok moved by clockwork, and was made all of burnished copper. He really belonged to the Kansas girl, who had much respect for his thoughts after they had been properly wound and set going;|Tik-tok moved by clockwork, and was made all of burnished copper. He really belonged to the Kansas girl, who had much respect for his thoughts after they had been properly wound and set going;
dorothy_and_wizard_oz_17_f000018|but as the copper man would be useless in any place but a fairy country Dorothy had left him in charge of Ozma, who saw that he was suitably cared for.|but as the copper man would be useless in any place but a fairy country Dorothy had left him in charge of Ozma, who saw that he was suitably cared for.
dorothy_and_wizard_oz_17_f000019|There followed another band after this, which was called the Royal Court Band, because the members all lived in the palace.|There followed another band after this, which was called the Royal Court Band, because the members all lived in the palace.
dorothy_and_wizard_oz_17_f000020|They wore white uniforms with real diamond buttons and played What is Oz without Ozma very sweetly.|They wore white uniforms with real diamond buttons and played What is Oz without Ozma very sweetly.
dorothy_and_wizard_oz_17_f000021|Then came Professor Woggle-Bug, with a group of students from the Royal College of Scientific Athletics. The boys wore long hair and striped sweaters and yelled their college yell every other step they took,|Then came Professor Woggle-Bug, with a group of students from the Royal College of Scientific Athletics. The boys wore long hair and striped sweaters and yelled their college yell every other step they took,
dorothy_and_wizard_oz_17_f000022|to the great satisfaction of the populace, which was glad to have this evidence that their lungs were in good condition.|to the great satisfaction of the populace, which was glad to have this evidence that their lungs were in good condition.
dorothy_and_wizard_oz_17_f000023|The brilliantly polished Tin Woodman marched next, at the head of the Royal Army of Oz which consisted of twenty-eight officers, from Generals down to Captains.|The brilliantly polished Tin Woodman marched next, at the head of the Royal Army of Oz which consisted of twenty-eight officers, from Generals down to Captains.
dorothy_and_wizard_oz_17_f000024|There were no privates in the army because all were so courageous and skillful that they had been promoted one by one until there were no privates left.|There were no privates in the army because all were so courageous and skillful that they had been promoted one by one until there were no privates left.
dorothy_and_wizard_oz_17_f000025|Jim and the buggy followed, the old cab-horse being driven by Zeb while the Wizard stood up on the seat and bowed his bald head right and left in answer to the cheers of the people,|Jim and the buggy followed, the old cab-horse being driven by Zeb while the Wizard stood up on the seat and bowed his bald head right and left in answer to the cheers of the people,
dorothy_and_wizard_oz_17_f000026|who crowded thick about him.|who crowded thick about him.
dorothy_and_wizard_oz_17_f000027|Taken altogether the procession was a grand success, and when it had returned to the palace the citizens crowded into the great Throne Room to see the Wizard perform his tricks.|Taken altogether the procession was a grand success, and when it had returned to the palace the citizens crowded into the great Throne Room to see the Wizard perform his tricks.
dorothy_and_wizard_oz_17_f000028|The first thing the little humbug did was to produce a tiny white piglet from underneath his hat and pretend to pull it apart, making two.|The first thing the little humbug did was to produce a tiny white piglet from underneath his hat and pretend to pull it apart, making two.
dorothy_and_wizard_oz_17_f000029|This act he repeated until all of the nine tiny piglets were visible, and they were so glad to get out of his pocket that they ran around in a very lively manner.|This act he repeated until all of the nine tiny piglets were visible, and they were so glad to get out of his pocket that they ran around in a very lively manner.
dorothy_and_wizard_oz_17_f000030|The pretty little creatures would have been a novelty anywhere, so the people were as amazed and delighted at their appearance as even the Wizard could have desired.|The pretty little creatures would have been a novelty anywhere, so the people were as amazed and delighted at their appearance as even the Wizard could have desired.
dorothy_and_wizard_oz_17_f000031|When he had made them all disappear again Ozma declared she was sorry they were gone, for she wanted one of them to pet and play with.|When he had made them all disappear again Ozma declared she was sorry they were gone, for she wanted one of them to pet and play with.
dorothy_and_wizard_oz_17_f000032|So the Wizard pretended to take one of the piglets out of the hair of the Princess (while really he slyly took it from his inside pocket) and Ozma smiled joyously as the creature nestled in her arms,|So the Wizard pretended to take one of the piglets out of the hair of the Princess while really he slyly took it from his inside pocket and Ozma smiled joyously as the creature nestled in her arms,
dorothy_and_wizard_oz_17_f000033|and she promised to have an emerald collar made for its fat neck and to keep the little squealer always at hand to amuse her.|and she promised to have an emerald collar made for its fat neck and to keep the little squealer always at hand to amuse her.
dorothy_and_wizard_oz_17_f000034|Afterward it was noticed that the Wizard always performed his famous trick with eight piglets, but it seemed to please the people just as well as if there had been nine of them.|Afterward it was noticed that the Wizard always performed his famous trick with eight piglets, but it seemed to please the people just as well as if there had been nine of them.
dorothy_and_wizard_oz_17_f000035|In his little room back of the Throne Room the Wizard had found a lot of things he had left behind him when he went away in the balloon, for no one had occupied the apartment in his absence.|In his little room back of the Throne Room the Wizard had found a lot of things he had left behind him when he went away in the balloon, for no one had occupied the apartment in his absence.
dorothy_and_wizard_oz_17_f000036|There was enough material there to enable him to prepare several new tricks which he had learned from some of the jugglers in the circus, and he had passed part of the night in getting them ready.|There was enough material there to enable him to prepare several new tricks which he had learned from some of the jugglers in the circus, and he had passed part of the night in getting them ready.
dorothy_and_wizard_oz_17_f000037|So he followed the trick of the nine tiny piglets with several other wonderful feats that greatly delighted his audience and the people did not seem to care a bit whether the little man was a humbug Wizard or not,|So he followed the trick of the nine tiny piglets with several other wonderful feats that greatly delighted his audience and the people did not seem to care a bit whether the little man was a humbug Wizard or not,
dorothy_and_wizard_oz_17_f000038|so long as he succeeded in amusing them.|so long as he succeeded in amusing them.
dorothy_and_wizard_oz_17_f000039|They applauded all his tricks and at the end of the performance begged him earnestly not to go away again and leave them.|They applauded all his tricks and at the end of the performance begged him earnestly not to go away again and leave them.
dorothy_and_wizard_oz_17_f000040|In that case, said the little man, gravely, I will cancel all of my engagements before the crowned heads of Europe and America and devote myself to the people of Oz,|In that case, said the little man, gravely, I will cancel all of my engagements before the crowned heads of Europe and America and devote myself to the people of Oz,
