skyisland_01_baum_64kb_f000003|BY L FRANK BAUM.|BY L FRANK BAUM.
skyisland_24_baum_64kb_f000062|This would indeed be a severe punishment, therefore the Princesses were pleased at the thought of captain Bill's becoming half a billygoat, and the billygoat's being half captain Bill.|This would indeed be a severe punishment, therefore the Princesses were pleased at the thought of captain Bill's becoming half a billygoat, and the billygoat's being half captain Bill.
skyisland_24_baum_64kb_f000063|They look something alike, you know, suggested the Captain of the Guards, looking from one to the other doubtfully, and they're nearly the same size if you stand the goat on his hind legs.|They look something alike, you know, suggested the Captain of the Guards, looking from one to the other doubtfully, and they're nearly the same size if you stand the goat on his hind legs.
skyisland_24_baum_64kb_f000064|They've both got the same style of whiskers, and they're both of 'em obstinate and dangerous, so they ought to make a good patch.|They've both got the same style of whiskers, and they're both of 'em obstinate and dangerous, so they ought to make a good patch.
skyisland_24_baum_64kb_f000065|Splendid! Fine! Glorious! cried the Boolooroo, wiping the tears of merriment from his eyes. We will proceed with the Ceremony of Patching at once.|Splendid! Fine! Glorious! cried the Boolooroo, wiping the tears of merriment from his eyes. We will proceed with the Ceremony of Patching at once.
skyisland_24_baum_64kb_f000066|captain Bill regarded the billygoat with distinct disfavor, and the billygoat glared evilly upon captain Bill. Trot was horrified, and wrung her little hands in sore perplexity,|captain Bill regarded the billygoat with distinct disfavor, and the billygoat glared evilly upon captain Bill. Trot was horrified, and wrung her little hands in sore perplexity,
skyisland_24_baum_64kb_f000067|for this was a most horrible fate that awaited her dear friend.|for this was a most horrible fate that awaited her dear friend.
skyisland_24_baum_64kb_f000068|First, bind the Earth Man in the frame, commanded the Boolooroo.|First, bind the Earth Man in the frame, commanded the Boolooroo.
skyisland_24_baum_64kb_f000069|We'll slice him in two before we do the same to the billygoat. So they seized captain Bill and tied him into the frame so that he couldn't move a jot in any direction.|We'll slice him in two before we do the same to the billygoat. So they seized captain Bill and tied him into the frame so that he couldn't move a jot in any direction.
skyisland_24_baum_64kb_f000070|Then they rolled the frame underneath the Great Knife and handed the Boolooroo the cord that released the blade. But while this was going on,|Then they rolled the frame underneath the Great Knife and handed the Boolooroo the cord that released the blade. But while this was going on,
skyisland_24_baum_64kb_f000071|Trot had crept up and fastened one end of her rope to the frame in which captain Bill was confined.|Trot had crept up and fastened one end of her rope to the frame in which captain Bill was confined.
skyisland_24_baum_64kb_f000072|Then she stood back and watched the Boolooroo, and just as he pulled the cord, she pulled on her rope and dragged the frame on its rollers away,|Then she stood back and watched the Boolooroo, and just as he pulled the cord, she pulled on her rope and dragged the frame on its rollers away,
skyisland_24_baum_64kb_f000073|so that the Great Knife fell with a crash and sliced nothing but the air.|so that the Great Knife fell with a crash and sliced nothing but the air.
skyisland_24_baum_64kb_f000074|Huh! exclaimed the Boolooroo. That's queer. Roll him up again, soldiers. The soldiers again rolled the frame in position, having first pulled the Great Knife once more to the top of the derrick.|Huh! exclaimed the Boolooroo. That's queer. Roll him up again, soldiers. The soldiers again rolled the frame in position, having first pulled the Great Knife once more to the top of the derrick.
skyisland_24_baum_64kb_f000075|The immense blade was so heavy that it took the strength of seven Blueskins to raise it.|The immense blade was so heavy that it took the strength of seven Blueskins to raise it.
skyisland_24_baum_64kb_f000076|When all was in readiness, the King pulled the cord a second time, and Trot at the same instant pulled upon her rope. The same thing happened as before.|When all was in readiness, the King pulled the cord a second time, and Trot at the same instant pulled upon her rope. The same thing happened as before.
skyisland_24_baum_64kb_f000077|captain Bill rolled away in his frame, and the knife fell harmlessly.|captain Bill rolled away in his frame, and the knife fell harmlessly.
skyisland_24_baum_64kb_f000078|Now, indeed, the Boolooroo was as angry as he was amazed. He jumped down from the platform and commanded the soldiers to raise the Great Knife into position.|Now, indeed, the Boolooroo was as angry as he was amazed. He jumped down from the platform and commanded the soldiers to raise the Great Knife into position.
skyisland_24_baum_64kb_f000079|When this was accomplished, the Boolooroo leaned over to try to discover why the frame rolled away seemingly of its own accord and he was the more puzzled because it had never done such a thing before.|When this was accomplished, the Boolooroo leaned over to try to discover why the frame rolled away seemingly of its own accord and he was the more puzzled because it had never done such a thing before.
skyisland_24_baum_64kb_f000081|Before any could stop him, he butted his Majesty so furiously that the King soared far into the air and tumbled in a heap among the benches, where he lay moaning and groaning.|Before any could stop him, he butted his Majesty so furiously that the King soared far into the air and tumbled in a heap among the benches, where he lay moaning and groaning.
skyisland_24_baum_64kb_f000082|The goat's warlike spirit was roused by this successful attack. Finding himself free, he turned and assaulted the soldiers, butting them so fiercely that they tumbled down in bunches,|The goat's warlike spirit was roused by this successful attack. Finding himself free, he turned and assaulted the soldiers, butting them so fiercely that they tumbled down in bunches,
skyisland_24_baum_64kb_f000083|and as soon as they could rise again ran frantically from the room and along the corridors as if a fiend was after them. By this time the goat was so animated by the spirit of conquest that he rushed at the Six Snubnosed Princesses,|and as soon as they could rise again ran frantically from the room and along the corridors as if a fiend was after them. By this time the goat was so animated by the spirit of conquest that he rushed at the Six Snubnosed Princesses,
skyisland_24_baum_64kb_f000084|who had all climbed upon their chairs and were screaming in a panic of fear. Six times the goat butted, and each time he tipped over a chair and sent a haughty Princess groveling upon the floor,|who had all climbed upon their chairs and were screaming in a panic of fear. Six times the goat butted, and each time he tipped over a chair and sent a haughty Princess groveling upon the floor,
skyisland_24_baum_64kb_f000085|where the ladies got mixed up in their long, blue trains and flounces and laces and struggled wildly until they recovered their footing.|where the ladies got mixed up in their long, blue trains and flounces and laces and struggled wildly until they recovered their footing.
skyisland_24_baum_64kb_f000086|Then they sped in great haste for the door, and the goat gave a final butt that sent the row of royal ladies all diving into the corridor in another tangle,|Then they sped in great haste for the door, and the goat gave a final butt that sent the row of royal ladies all diving into the corridor in another tangle,
skyisland_24_baum_64kb_f000087|whereupon they shrieked in a manner that terrified everyone within sound of their voices.|whereupon they shrieked in a manner that terrified everyone within sound of their voices.
skyisland_24_baum_64kb_f000088|As the Room of the Great Knife was now cleared of all but captain Bill, who was tied in his frame, and of Trot and the moaning Boolooroo, who lay hidden behind the benches,|As the Room of the Great Knife was now cleared of all but captain Bill, who was tied in his frame, and of Trot and the moaning Boolooroo, who lay hidden behind the benches,
skyisland_24_baum_64kb_f000089|the goat gave a victorious bleat and stood in the doorway to face any enemy that might appear.|the goat gave a victorious bleat and stood in the doorway to face any enemy that might appear.
skyisland_24_baum_64kb_f000090|Trot had been as surprised as anyone at this sudden change of conditions, but she was quick to take advantage of the opportunities it afforded.|Trot had been as surprised as anyone at this sudden change of conditions, but she was quick to take advantage of the opportunities it afforded.
skyisland_24_baum_64kb_f000091|First she ran with her rope to the goat, and as the animal could not see her, she easily succeeded in tying the rope around its horns and fastening the loose end to a pillar of the doorway.|First she ran with her rope to the goat, and as the animal could not see her, she easily succeeded in tying the rope around its horns and fastening the loose end to a pillar of the doorway.
skyisland_24_baum_64kb_f000092|Next she hurried to captain Bill and began to unbind him, and as she touched the sailor she became visible. He nodded cheerfully, then, and said,|Next she hurried to captain Bill and began to unbind him, and as she touched the sailor she became visible. He nodded cheerfully, then, and said,
skyisland_24_baum_64kb_f000093|I had a notion it was you, mate, as saved me from the knife.|I had a notion it was you, mate, as saved me from the knife.
skyisland_24_baum_64kb_f000094|But it were a pretty close call, and I hope it won't happen again. I couldn't shiver much, bein' bound so tight, but when I'm loose I mean to have jus' one good shiver to relieve my feelin's.|But it were a pretty close call, and I hope it won't happen again. I couldn't shiver much, bein' bound so tight, but when I'm loose I mean to have jus' one good shiver to relieve my feelin's.
skyisland_24_baum_64kb_f000095|Shiver all you want to, captain, she said as she removed the last bonds. But first you've got to help me save us both. As how? he asked, stepping from the frame.|Shiver all you want to, captain, she said as she removed the last bonds. But first you've got to help me save us both. As how? he asked, stepping from the frame.
skyisland_24_baum_64kb_f000096|Come and get the Boolooroo, she said, going toward the benches. The sailor followed and pulled out the Boolooroo, who, when he saw the terrible goat was captured and tied fast,|Come and get the Boolooroo, she said, going toward the benches. The sailor followed and pulled out the Boolooroo, who, when he saw the terrible goat was captured and tied fast,
skyisland_24_baum_64kb_f000097|quickly recovered his courage.|quickly recovered his courage.
skyisland_24_baum_64kb_f000098|Hi, there! he cried. Where are my soldiers? What do you mean, prisoner, by daring to lay hands upon me? Let me go this minute or I'll I'll have you patched TWICE!|Hi, there! he cried. Where are my soldiers? What do you mean, prisoner, by daring to lay hands upon me? Let me go this minute or I'll I'll have you patched TWICE!
skyisland_24_baum_64kb_f000099|Don't mind him, captain, said Trot, but fetch him along to the frame.|Don't mind him, captain, said Trot, but fetch him along to the frame.
skyisland_24_baum_64kb_f000100|The Boolooroo looked around to see where the voice came from, and captain Bill grinned joyfully and caught up the king in both his strong arms,|The Boolooroo looked around to see where the voice came from, and captain Bill grinned joyfully and caught up the king in both his strong arms,
skyisland_24_baum_64kb_f000101|dragging the struggling Monarch of the Blues to the frame.|dragging the struggling Monarch of the Blues to the frame.
skyisland_24_baum_64kb_f000102|Stop it! How dare you? roared the frightened Boolooroo. I'll have revenge! I'll I'll You'll take it easy, because you can't help yourself, said captain Bill.|Stop it! How dare you? roared the frightened Boolooroo. I'll have revenge! I'll I'll You'll take it easy, because you can't help yourself, said captain Bill.
skyisland_24_baum_64kb_f000103|What next, Queen Trot? Hold him steady in the frame, and I'll tie him up, she replied. So captain Bill held the Boolooroo, and the girl tied him fast in position as captain Bill had been tied,|What next, Queen Trot? Hold him steady in the frame, and I'll tie him up, she replied. So captain Bill held the Boolooroo, and the girl tied him fast in position as captain Bill had been tied,
skyisland_24_baum_64kb_f000104|so that his Majesty couldn't wiggle at all.|so that his Majesty couldn't wiggle at all.
skyisland_24_baum_64kb_f000105|Then they rolled the frame in position underneath the Great Knife and Trot held in her hand the cord which would release it.|Then they rolled the frame in position underneath the Great Knife and Trot held in her hand the cord which would release it.
skyisland_24_baum_64kb_f000106|All right, captain, she said in a satisfied tone. I guess we can run this Blue Country ourselves after this.|All right, captain, she said in a satisfied tone. I guess we can run this Blue Country ourselves after this.
skyisland_24_baum_64kb_f000107|The Boolooroo was terrified to find himself in danger of being sliced by the same knife he had so often wickedly employed to slice others.|The Boolooroo was terrified to find himself in danger of being sliced by the same knife he had so often wickedly employed to slice others.
skyisland_24_baum_64kb_f000108|Like captain Bill, he had no room to shiver, but he groaned very dismally and was so full of fear that his blue hair nearly stood on end.|Like captain Bill, he had no room to shiver, but he groaned very dismally and was so full of fear that his blue hair nearly stood on end.
skyisland_24_baum_64kb_f000109|End of chapter 24.|End of chapter twenty-four.
skyisland_25_baum_64kb_f000001|This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.|This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.
skyisland_25_baum_64kb_f000002|Sky island by L Frank Baum. Chapter 25 THE RULER OF SKY ISLAND. The girl now took off Rosalie's ring and put it carefully away in her pocket.|Sky island by L Frank Baum. Chapter twenty-five THE RULER OF SKY ISLAND. The girl now took off Rosalie's ring and put it carefully away in her pocket.
skyisland_25_baum_64kb_f000003|It won't matter who sees me now, she remarked, and I want 'em to know that you and me, captain, are running this kingdom.|It won't matter who sees me now, she remarked, and I want 'em to know that you and me, captain, are running this kingdom.
skyisland_25_baum_64kb_f000004|I'm Queen of the Pinkies and Booloorooess of the Blues, and What's that? asked the sailor. You're you're WHAT, Trot? Booloorooess.|I'm Queen of the Pinkies and Booloorooess of the Blues, and What's that? asked the sailor. You're you're WHAT, Trot? Booloorooess.
skyisland_25_baum_64kb_f000005|Isn't that right, captain? I dunno, mate. It sounds bigger ner you are, and I don't like the word, anyhow. S'pose you jus' call yourself the Boss?|Isn't that right, captain? I dunno, mate. It sounds bigger ner you are, and I don't like the word, anyhow. S'pose you jus' call yourself the Boss?
skyisland_25_baum_64kb_f000006|That fills the bill and don't need pernouncin'.|That fills the bill and don't need pernouncin'.
skyisland_25_baum_64kb_f000007|All right, she said. Queen of the Pinkies and Boss of the Blues.|All right, she said. Queen of the Pinkies and Boss of the Blues.
skyisland_25_baum_64kb_f000008|Seems funny, don't it, captain Bill? Just then they heard a sound of footsteps in the corridor. The soldiers had recovered their courage, and fearful of the anger of their dreaded Boolooroo,|Seems funny, don't it, captain Bill? Just then they heard a sound of footsteps in the corridor. The soldiers had recovered their courage, and fearful of the anger of their dreaded Boolooroo,
skyisland_25_baum_64kb_f000009|whom the Princesses declared would punish them severely, had ventured to return to the room.|whom the Princesses declared would punish them severely, had ventured to return to the room.
skyisland_25_baum_64kb_f000010|They came rather haltingly, though, and the Captain of the Guards first put his head cautiously through the doorway to see if the coast was clear.|They came rather haltingly, though, and the Captain of the Guards first put his head cautiously through the doorway to see if the coast was clear.
skyisland_25_baum_64kb_f000011|The goat discovered him and tried to make a rush, but the rope held the animal back, and when the Captain saw this, he came forward more boldly.|The goat discovered him and tried to make a rush, but the rope held the animal back, and when the Captain saw this, he came forward more boldly.
skyisland_25_baum_64kb_f000012|Halt! cried Trot. The Captain halted, his soldiers peering curiously over his shoulders and the Six Snubnosed Princesses looking on from behind,|Halt! cried Trot. The Captain halted, his soldiers peering curiously over his shoulders and the Six Snubnosed Princesses looking on from behind,
skyisland_25_baum_64kb_f000013|where they considered themselves safe.|where they considered themselves safe.
skyisland_25_baum_64kb_f000014|If anyone dares enter this room without my permission, said Trot, I'll pull this cord and slice your master that once was the Boolooroo.|If anyone dares enter this room without my permission, said Trot, I'll pull this cord and slice your master that once was the Boolooroo.
skyisland_25_baum_64kb_f000015|Don't come in! Don't come in! yelled the Boolooroo in a terrified voice.|Don't come in! Don't come in! yelled the Boolooroo in a terrified voice.
skyisland_25_baum_64kb_f000016|Then they saw that the sailor was free and the Boolooroo bound in his place. The soldiers were secretly glad to observe this, but the Princesses were highly indignant.|Then they saw that the sailor was free and the Boolooroo bound in his place. The soldiers were secretly glad to observe this, but the Princesses were highly indignant.
skyisland_25_baum_64kb_f000017|Release his Majesty at once! cried Indigo from the corridor. You shall be severely punished for this rebellion. Don't worry, replied Trot.|Release his Majesty at once! cried Indigo from the corridor. You shall be severely punished for this rebellion. Don't worry, replied Trot.
skyisland_25_baum_64kb_f000018|His Majesty isn't his Majesty any longer.|His Majesty isn't his Majesty any longer.
skyisland_25_baum_64kb_f000019|He's jus' a common Blueskin. captain Bill and I perpose runnin' this Island ourselves, after this. You've all got to obey ME, for I'm the Booloorooess no,|He's jus' a common Blueskin. captain Bill and I perpose runnin' this Island ourselves, after this. You've all got to obey ME, for I'm the Booloorooess no,
skyisland_25_baum_64kb_f000020|I mean the Boss of the Blues, and I've a notion to run things my own way.|I mean the Boss of the Blues, and I've a notion to run things my own way.
skyisland_25_baum_64kb_f000021|You can't, said Turquoise scornfully. The Law says Bother the Law! exclaimed Trot. I'll make the Laws myself from now on, and I'll unmake every Law you ever had before I conquered you.|You can't, said Turquoise scornfully. The Law says Bother the Law! exclaimed Trot. I'll make the Laws myself from now on, and I'll unmake every Law you ever had before I conquered you.
skyisland_25_baum_64kb_f000022|Oh, have you conquered us, then? asked the Captain of the Guards in a surprised tone.|Oh, have you conquered us, then? asked the Captain of the Guards in a surprised tone.
skyisland_25_baum_64kb_f000023|Of course, said Trot. Can't you see? It looks like it, admitted the Captain.|Of course, said Trot. Can't you see? It looks like it, admitted the Captain.
skyisland_25_baum_64kb_f000024|captain Bill is goin' to be my General of the Army and the Royal Manager of the Blue Country, continued Trot, so you'll mind what he says.|captain Bill is goin' to be my General of the Army and the Royal Manager of the Blue Country, continued Trot, so you'll mind what he says.
skyisland_25_baum_64kb_f000025|Nonsense! shouted Indigo. March in and capture them, Captain! Never mind if they do slice the Boolooroo. I'm his daughter, and I'LL rule the kingdom.|Nonsense! shouted Indigo. March in and capture them, Captain! Never mind if they do slice the Boolooroo. I'm his daughter, and I'LL rule the kingdom.
skyisland_25_baum_64kb_f000026|You won't! screamed Cobalt. I'll rule it! I'll rule it myself! cried Cerulia.|You won't! screamed Cobalt. I'll rule it! I'll rule it myself! cried Cerulia.
skyisland_25_baum_64kb_f000027|No, no! yelled Turquoise. I'll be the Ruler. That shall be MY privilege! shouted Sapphire. Cobalt began to say, I'm the Be quiet! said Trot sternly.|No, no! yelled Turquoise. I'll be the Ruler. That shall be MY privilege! shouted Sapphire. Cobalt began to say, I'm the Be quiet! said Trot sternly.
skyisland_25_baum_64kb_f000028|Would you have your own father sliced so that you could rule in his place? Yes, yes, of course! rejoined the six Princesses without a second's hesitation.|Would you have your own father sliced so that you could rule in his place? Yes, yes, of course! rejoined the six Princesses without a second's hesitation.
skyisland_25_baum_64kb_f000029|Well, well! What d' ye think of that, Mr. Boolooroo? asked captain Bill.|Well, well! What d' ye think of that, Mr. Boolooroo? asked captain Bill.
skyisland_25_baum_64kb_f000030|They're undutiful daughters. Don't pay any attention to them, replied the frightened Boolooroo.|They're undutiful daughters. Don't pay any attention to them, replied the frightened Boolooroo.
skyisland_25_baum_64kb_f000031|We're not goin' to, said Trot. Now, you Blue captain, who are you and your soldiers going to obey, me or the snubnosed ones? You! declared the Captain of the Guards positively,|We're not goin' to, said Trot. Now, you Blue captain, who are you and your soldiers going to obey, me or the snubnosed ones? You! declared the Captain of the Guards positively,
skyisland_25_baum_64kb_f000032|for he hated the Princesses, as did all the Blueskins.|for he hated the Princesses, as did all the Blueskins.
skyisland_25_baum_64kb_f000033|Then escort those girls to their rooms, lock 'em in, and put a guard before the door. At once the soldiers seized the Princesses and notwithstanding their snarls and struggles marched them to their rooms and locked them in.|Then escort those girls to their rooms, lock 'em in, and put a guard before the door. At once the soldiers seized the Princesses and notwithstanding their snarls and struggles marched them to their rooms and locked them in.
skyisland_25_baum_64kb_f000034|While they were gone on this errand, the Boolooroo begged to be released, whining and wailing for fear the knife would fall upon him.|While they were gone on this errand, the Boolooroo begged to be released, whining and wailing for fear the knife would fall upon him.
skyisland_25_baum_64kb_f000035|But Trot did not think it safe to unbind him just then. When the soldiers returned, she told their leader to put a strong guard before the palace and to admit no one unless either she or captain Bill gave the order to do so.|But Trot did not think it safe to unbind him just then. When the soldiers returned, she told their leader to put a strong guard before the palace and to admit no one unless either she or captain Bill gave the order to do so.
skyisland_25_baum_64kb_f000036|The soldiers obeyed readily, and when Trot and captain Bill were left alone, they turned the goat loose in the Room of the Great Knife and then locked the animal in with the Boolooroo.|The soldiers obeyed readily, and when Trot and captain Bill were left alone, they turned the goat loose in the Room of the Great Knife and then locked the animal in with the Boolooroo.
skyisland_25_baum_64kb_f000037|The billygoat is the very best guard we could have, for ever'body's 'fraid of him, remarked captain Bill as he put the key of the room in his pocket.|The billygoat is the very best guard we could have, for ever'body's 'fraid of him, remarked captain Bill as he put the key of the room in his pocket.
skyisland_25_baum_64kb_f000038|So now, Queen Trot, what's next on the program? Next, said Trot, we're goin' to hunt for that umbrel, captain. I don't mean to stay in this dismal Blue Country long, even if I am the Queen.|So now, Queen Trot, what's next on the program? Next, said Trot, we're goin' to hunt for that umbrel, captain. I don't mean to stay in this dismal Blue Country long, even if I am the Queen.
skyisland_25_baum_64kb_f000039|Let's find the umbrel and go home as soon as we can. That suits me, the sailor joyfully exclaimed, and then the two began a careful search through the palace.|Let's find the umbrel and go home as soon as we can. That suits me, the sailor joyfully exclaimed, and then the two began a careful search through the palace.
skyisland_25_baum_64kb_f000040|They went into every room and looked behind the furniture and underneath the beds and in every crack and corner, but no place could they spy the Magic Umbrella.|They went into every room and looked behind the furniture and underneath the beds and in every crack and corner, but no place could they spy the Magic Umbrella.
skyisland_25_baum_64kb_f000041|captain Bill even ventured to enter the rooms of the Six Snubnosed Princesses, who were by this time so thoroughly alarmed that they had become meek and mild as could be.|captain Bill even ventured to enter the rooms of the Six Snubnosed Princesses, who were by this time so thoroughly alarmed that they had become meek and mild as could be.
skyisland_25_baum_64kb_f000042|But the umbrella wasn't there, either.|But the umbrella wasn't there, either.
skyisland_25_baum_64kb_f000043|Finally, they returned to the great throne room of the palace, where they seated themselves on the throne and tried to think what could possibly have become of the precious umbrella.|Finally, they returned to the great throne room of the palace, where they seated themselves on the throne and tried to think what could possibly have become of the precious umbrella.
skyisland_25_baum_64kb_f000044|While they were sitting and talking together, the Captain of the Guards entered and bowed respectfully. Beg pardon, your Small-Sized Majesty,|While they were sitting and talking together, the Captain of the Guards entered and bowed respectfully. Beg pardon, your Small-Sized Majesty,
skyisland_25_baum_64kb_f000045|said he to Trot, but it is my duty to report that the Pinkies are preparing to attack the City.|said he to Trot, but it is my duty to report that the Pinkies are preparing to attack the City.
skyisland_25_baum_64kb_f000046|Oh! I'd forgotten the Pinkies! exclaimed the girl. Tell me, Captain, have you such a thing as a Brass Band in this City? We have two fine bands,|Oh! I'd forgotten the Pinkies! exclaimed the girl. Tell me, Captain, have you such a thing as a Brass Band in this City? We have two fine bands,
skyisland_25_baum_64kb_f000047|but they are not brass, replied the Captain.|but they are not brass, replied the Captain.
skyisland_25_baum_64kb_f000048|Their instruments are made of blue metal. Well, order 'em out, commanded Trot. And say, get all the soldiers together and tell all the people there's going to be a high time in the Blue City tonight.|Their instruments are made of blue metal. Well, order 'em out, commanded Trot. And say, get all the soldiers together and tell all the people there's going to be a high time in the Blue City tonight.
skyisland_25_baum_64kb_f000049|We'll have music and dancing and eating and and neckties to drink, Trot. Don't forget the royal neckties, urged captain Bill.|We'll have music and dancing and eating and and neckties to drink, Trot. Don't forget the royal neckties, urged captain Bill.
skyisland_25_baum_64kb_f000050|We'll have all the fun there is going, continued the girl, for we are to entertain the Army of the Pinkies. The Pinkies! exclaimed the Captain of the Guards.|We'll have all the fun there is going, continued the girl, for we are to entertain the Army of the Pinkies. The Pinkies! exclaimed the Captain of the Guards.
skyisland_25_baum_64kb_f000051|Why, they're our enemies, your Short Highness. Not any more, replied Trot. I'm Queen of the Pinkies, and I'm also Queen of the Blues, so I won't have my people quarreling.|Why, they're our enemies, your Short Highness. Not any more, replied Trot. I'm Queen of the Pinkies, and I'm also Queen of the Blues, so I won't have my people quarreling.
skyisland_25_baum_64kb_f000052|Tell the Blue people we are to throw open the gates and welcome the Pinkies to the City, where everybody will join in a grand celebration.|Tell the Blue people we are to throw open the gates and welcome the Pinkies to the City, where everybody will join in a grand celebration.
skyisland_25_baum_64kb_f000053|And jus' as soon as you've spread the news and got the bands tuned up and the soldiers ready to march, you let us know, and we'll head the procession.|And jus' as soon as you've spread the news and got the bands tuned up and the soldiers ready to march, you let us know, and we'll head the procession.
skyisland_25_baum_64kb_f000054|Your Microscopic Majesty shall be obeyed, said the Captain, and went away to carry out these commands.|Your Microscopic Majesty shall be obeyed, said the Captain, and went away to carry out these commands.
skyisland_25_baum_64kb_f000055|End of chapter 25.|End of chapter twenty-five.
skyisland_26_baum_64kb_f000001|This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.|This is there librivox recording. All librivox recordings are in the public domain. For more information or to volunteer please visit librivox dot org.
skyisland_26_baum_64kb_f000002|Sky island by L Frank Baum. Chapter 26 TROT CELEBRATES THE VICTORY. The Blue people were by this time dazed with wonder at all the events that had transpired that eventful day,|Sky island by L Frank Baum. Chapter twenty-six TROT CELEBRATES THE VICTORY. The Blue people were by this time dazed with wonder at all the events that had transpired that eventful day,
skyisland_26_baum_64kb_f000003|but they still had wit enough to be glad the war was over, for in war someone is likely to get hurt, and it is foolish to take such chances when one can remain quietly at home.|but they still had wit enough to be glad the war was over, for in war someone is likely to get hurt, and it is foolish to take such chances when one can remain quietly at home.
skyisland_26_baum_64kb_f000004|The Blues did not especially admire the Pinkies, but it was easier to entertain them than to fight them, and above all,|The Blues did not especially admire the Pinkies, but it was easier to entertain them than to fight them, and above all,
skyisland_26_baum_64kb_f000005|the Blueskins were greatly rejoiced that their wicked Boolooroo had been conquered and could no longer abuse them.|the Blueskins were greatly rejoiced that their wicked Boolooroo had been conquered and could no longer abuse them.
skyisland_26_baum_64kb_f000006|So they were quite willing to obey the orders of their girl Queen and in a short time the blasts of trumpets and roll of drums and clashing of cymbals told Trot and captain Bill that the Blue Bands had assembled before the palace.|So they were quite willing to obey the orders of their girl Queen and in a short time the blasts of trumpets and roll of drums and clashing of cymbals told Trot and captain Bill that the Blue Bands had assembled before the palace.
skyisland_26_baum_64kb_f000007|So they went down and found that a great crowd of people had gathered,|So they went down and found that a great crowd of people had gathered,
skyisland_26_baum_64kb_f000008|and these cheered Trot with much enthusiasm which was very different from the scowls and surly looks with which they had formerly greeted their strange visitors from the Earth.|and these cheered Trot with much enthusiasm which was very different from the scowls and surly looks with which they had formerly greeted their strange visitors from the Earth.
skyisland_26_baum_64kb_f000009|The soldiers wore their best blue uniforms and were formed before the palace in marching order, so Trot and captain Bill headed the procession,|The soldiers wore their best blue uniforms and were formed before the palace in marching order, so Trot and captain Bill headed the procession,
skyisland_26_baum_64kb_f000010|and then came the soldiers all keeping step and then the bands, playing very loud noises on their instruments, and finally the crowd of Blue citizens waving flags and banners and shouting joyfully.|and then came the soldiers all keeping step and then the bands, playing very loud noises on their instruments, and finally the crowd of Blue citizens waving flags and banners and shouting joyfully.
skyisland_26_baum_64kb_f000011|In this order they proceeded to the main gate, which Trot ordered the guards to throw wide open.|In this order they proceeded to the main gate, which Trot ordered the guards to throw wide open.
skyisland_26_baum_64kb_f000012|Then they all marched out a little way into the fields and found that the Army of Pinkies had already formed and was advancing steadily toward them.|Then they all marched out a little way into the fields and found that the Army of Pinkies had already formed and was advancing steadily toward them.
skyisland_26_baum_64kb_f000013|At the head of the Pinkies were Ghip-Ghisizzle and Button-Bright, who had the parrot on his shoulder, and they were supported by Captain Coralie and Captain Tintint and Rosalie the Witch.|At the head of the Pinkies were Ghip-Ghisizzle and Button-Bright, who had the parrot on his shoulder, and they were supported by Captain Coralie and Captain Tintint and Rosalie the Witch.
skyisland_26_baum_64kb_f000014|They had decided to capture the Blue City at all hazards, that they might rescue Trot and captain Bill and conquer the Boolooroo,|They had decided to capture the Blue City at all hazards, that they might rescue Trot and captain Bill and conquer the Boolooroo,
skyisland_26_baum_64kb_f000015|so when from a distance they saw the Blueskins march from the gate with banners flying and bands playing,|so when from a distance they saw the Blueskins march from the gate with banners flying and bands playing,
skyisland_26_baum_64kb_f000016|they supposed a most terrible fight was about to take place.|they supposed a most terrible fight was about to take place.
skyisland_26_baum_64kb_f000017|However, as the two forces came nearer together, Button-Bright spied Trot and captain Bill standing before the enemy, and the sight astonished him considerably.|However, as the two forces came nearer together, Button-Bright spied Trot and captain Bill standing before the enemy, and the sight astonished him considerably.
skyisland_26_baum_64kb_f000018|Welcome, friends! shouted captain Bill in a loud voice; and Welcome! cried Trot; and Welcome! roared the Blue soldiers and the people of the Blue City.|Welcome, friends! shouted captain Bill in a loud voice; and Welcome! cried Trot; and Welcome! roared the Blue soldiers and the people of the Blue City.
skyisland_26_baum_64kb_f000019|Hooray! yelled the parrot, Welcome to our happy home From which no longer will we roam! And then he flapped his wings and barked like a dog with pure delight,|Hooray! yelled the parrot, Welcome to our happy home From which no longer will we roam! And then he flapped his wings and barked like a dog with pure delight,
skyisland_26_baum_64kb_f000020|and added as fast as his bird's tongue could speak, One army's pink and one is blue, But neither one is in a stew Because the naughty Boolooroo Is out of sight,|and added as fast as his bird's tongue could speak, One army's pink and one is blue, But neither one is in a stew Because the naughty Boolooroo Is out of sight,
skyisland_26_baum_64kb_f000021|so what we'll do Is try to be a jolly crew And dance and sing our too-ral-loo And to our friends be ever true And to our foes Stop it! said Button-Bright, I can't hear myself think.|so what we'll do Is try to be a jolly crew And dance and sing our too-ral-loo And to our friends be ever true And to our foes Stop it! said Button-Bright, I can't hear myself think.
skyisland_26_baum_64kb_f000022|The Pinkies were amazed at the strange reception of the Blues and hesitated to advance, but Trot now ran up in front of them and made a little speech.|The Pinkies were amazed at the strange reception of the Blues and hesitated to advance, but Trot now ran up in front of them and made a little speech.
